org_unit_id,school_name,school_type,region_sido,scholarship_notice_url,confidence,note
3417,한라대학교,대학교,강원특별자치도,https://www.halla.ac.kr/kr/244/subview.do,high,장학공지
3420,한림대학교,대학교,강원특별자치도,https://www.hallym.ac.kr/hallym/1135/subview.do,high,장학/등록 공지
3436,한밭대학교(산업대),산업대학,대전광역시,https://www.hanbat.ac.kr/bbs/BBSMSTR_000000001261/list.do,medium,국립한밭대학교 장학공지
3437,한서대학교,대학교,충청남도,https://www.hanseo.ac.kr/boardCnts/list.do?boardID=301&m=040104&s=hs,high,장학공지
3447,한성대학교,대학교,서울특별시,https://www.hansung.ac.kr/hansung/6172/subview.do,high,대학 공지사항(장학 글 다수)
3456,한세대학교,대학교,경기도,https://www.hansei.ac.kr/kor/1700/subview.do,high,장학
3463,한신대학교,대학교,경기도,https://www.hs.ac.kr/kor/4957/subview.do,high,장학/사회봉사
6,한양대학교,대학교,서울특별시,https://sc.hanyang.ac.kr/-12,high,장학공지
3491,한양대학교(ERICA),대학교,경기도,,low,캠퍼스 통합 장학공지 리스트 미확인
3509,한일장신대학교,대학교,전북특별자치도,https://www.hanil.ac.kr/portal/default/bbs/list.do?menuId=M0004000100040000,medium,장학공지 메뉴
3518,협성대학교,대학교,경기도,https://www.uhs.ac.kr/uhs/155/subview.do,medium,협성소식(장학 글 포함)
3525,호남대학교,대학교,광주광역시,https://www.honam.ac.kr/Scholarship_SchFees,high,장학/학자금
3529,호남신학대학교,대학교,광주광역시,https://www.htus.ac.kr/board/board.php?b_id=001,medium,학사공지(장학 글 포함)
3538,호서대학교,대학교,충청남도,https://www.hoseo.ac.kr/Home/BBSList.mbz?action=MAPP_1708240139&schCategorycode=CTG_17082400013,medium,공지사항 장학공지 카테고리
3550,호원대학교,산업대학,전북특별자치도,https://www.howon.ac.kr/web/_guide/index.html?sm=scholarshipboard,high,장학안내 게시판
13,홍익대학교,대학교,서울특별시,https://www.hongik.ac.kr/kr/education/notice-undergrad.do?noCat=24,high,대학공지 장학 카테고리
1618,화성의과학대학교,대학교,경기도,https://www.hsmu.ac.kr/user/board/HSMU40102000_list_HSMU40102000.do,high,장학공지
